# IEL
ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID
1491	French	hear	72	ɑ̃tɑ̃dʀ	ɑ̃tɑ̃dʀ	ɑ̃ t ɑ̃ d ʀ	785
1492	Breton_ST	hear	72	'klɛ:vɛt, 'klɛ:vut	klɛːvɛt	k l ɛː v ɛ t	789
1493	Greek_Mod	hear	72	aˈkuˌo̞	akuo̞	a k uo̞	782
1494	Marathi	hear	72	'ə͜ikne	ə͜ikne	ə͜i k n e	783
1495	Polish	hear	72	ˈswɨʃɛʨ	swɨʃɛʨ	s w ɨ ʃ ɛ ʨ	787
1496	Portuguese_ST	hear	72	oˈviɾ	oviɾ	o v i ɾ	780
1497	Russian	hear	72	'slɨʃatʲ	slɨʃatʲ	s l ɨ ʃ a tʲ	786
1498	Spanish	hear	72	o'iɾ	oiɾ	oi ɾ	784
1499	Catalan	hear	72	sən'ti	sənti	s ə n t i	781
1500	Bihari	hear	72	sunəb	sunəb	s u n ə b	781
1501	Oriya	hear	72	suṇ-	suɳ	s u ɳ	781
1502	Urdu	hear	72	sʊnnə	sʊnnə	s ʊ nː ə	781
1503	Italian	hear	72	sen'tire	sentire	s e n t i r e	781
# 
1504	Armenian_Mod	heart	73	siɾt	siɾt	s i ɾ t	794
1505	Czech	heart	73	sr̩tsɛ	sr̩tsɛ	s r̩ t s ɛ	794
1506	German	heart	73	hɛrt͜s	hɛrt͜s	h ɛ r t͜s	793
1507	Italian	heart	73	'kwɔre	kwɔre	k w ɔ r e	797
1508	Swedish	heart	73	'jæʈa	jæʈa	j æ ʈ a	791
1509	Breton_ST	heart	73	'ka:lɔ̃n	kaːlɔ̃n	k aː l ɔ̃ n	792
1510	Catalan	heart	73	kɔɾ	kɔɾ	k ɔ ɾ	792
1511	Danish	heart	73	'jɛɐ̯d̥ʰə	jɛɐ̯d̥ʰə	j ɛɐ̯ d̥ʰ ə	791
1512	Dutch_List	heart	73	hɑrt	hɑrt	h ɑ r t	793
1513	English	heart	73	hɑ:t	hɑːt	h ɑː t	795
1514	French	heart	73	kœʀ	kœʀ	k œ ʀ	792
1515	Greek_Mod	heart	73	karˈðʝa	karðʝa	k a r ð ʝ a	792
1516	Marathi	heart	73	ɦɽ'daj	ɦɽdaj	ɦ ɽ d a j	793
1517	Polish	heart	73	ˈsɛrʦɛ	sɛrʦɛ	s ɛ r ʦ ɛ	794
1518	Portuguese_ST	heart	73	kuɾɐˈsɐ̃w	kuɾɐsɐ̃w	k u ɾ ɐ s ɐ̃ w	792
1519	Russian	heart	73	'sʲerdtse	sʲerdtse	sʲ e r d t s e	794
1520	Spanish	heart	73	koɾa'θon	koɾaθon	k o ɾ a θ o n	792
1521	Bihari	heart	73	hridəə	hridəə	h r i d əə	793
1522	Urdu	heart	73	d̪ɪl	d̪ɪl	d̪ ɪ l	796
1523	Oriya	heart	73	hrud(ɔyɔ)	hrudɔyɔ	h r u d ɔyɔ	793
# 
1524	Urdu	heavy	74	ˈbʰɑ.ɾi	bʰɑ.ɾi	bʰ ɑ ɾ i	801
1525	Armenian_Mod	heavy	74	ˈʦɑnəɾ	ʦɑnəɾ	ʦ ɑ n ə ɾ	807
1526	Czech	heavy	74	cɛʃkiː	cɛʃkiː	c ɛ ʃ k iː	805
1527	German	heavy	74	ʃve:ɐ̯	ʃveːɐ̯	ʃ v eːɐ̯	798
1528	Italian	heavy	74	pe'sante	pesante	p e s a n t e	800
1529	Swedish	heavy	74	svo:r	svoːr	s v oː r	798
1530	Breton_ST	heavy	74	'pɔ̃nɛr, 'pũnɛr	pɔ̃nɛr	p ɔ̃ n ɛ r	808
1531	Catalan	heavy	74	fə'ʃuk	fəʃuk	f ə ʃ u k	800
1532	Danish	heavy	74	d̥ʰɔŋ	d̥ʰɔŋ	d̥ʰ ɔ ŋ	799
1533	Dutch_List	heavy	74	zwar	zwar	z w a r	798
1534	English	heavy	74	'hɛvɪ	hɛvɪ	h ɛ v ɪ	806
1535	French	heavy	74	luʀ	luʀ	l u ʀ	804
1536	Greek_Mod	heavy	74	va'ris	varis	v a r i s	802
1537	Marathi	heavy	74	dzəɖ	dzəɖ	d z ə ɖ	803
1538	Polish	heavy	74	ˈʨɛ̃ʃki	ʨɛ̃ʃki	ʨ ɛ̃ ʃ k i	805
1539	Portuguese_ST	heavy	74	pɨˈzaðu	pɨzaðu	p ɨ z a ð u	800
1540	Russian	heavy	74	tʲa'ʒolɨj	tʲaʒolɨj	tʲ a ʒ o l ɨ j	803
1541	Bihari	heavy	74	bhari	bʱari	bʱ a r i	801
1542	Oriya	heavy	74	bhari	bʱari	bʱ a r i	801
1543	Spanish	heavy	74	pe'saðo	pesaðo	p e s a ð o	800
1544	Italian	heavy	74	'grɛve	grɛve	g r ɛ v e	810
1545	Catalan	heavy	74	pə'zan	pəzan	p ə z a n	800
1546	Swedish	heavy	74	stur	stur	s t u r	809
# 
1547	Czech	here	75	zdɛ	zdɛ	z d ɛ	815
1548	German	here	75	hi:ɐ̯	hiːɐ̯	h iːɐ̯	812
1549	Swedish	here	75	hɛːr	hɛːr	h ɛː r	811
1550	Breton_ST	here	75	ˈa.mɑ	a.mɑ	a m ɑ	816
1551	Danish	here	75	hεɐ̯, heɐ̯	hɛɐ̯	h ɛɐ̯	812
1552	Dutch_List	here	75	hir	hir	h i r	811
1553	English	here	75	hɪə	hɪə	h ɪə	812
1554	Greek_Mod	here	75	e̞ˈðo̞	e̞ðo̞	e̞ ð o̞	813
1555	Marathi	here	75	'itʰe, 'jetʰe	itʰe	i tʰ e	813
1556	Polish	here	75	tu	tu	t u	813
1557	Russian	here	75	zdʲesʲ	zdʲesʲ	z dʲ e sʲ	815
1558	Oriya	here	75	eṭhi	eʈʰi	e ʈʰ i	813
1559	Spanish	here	75	a'ka	aka	a k a	814
# 
1560	Armenian_Mod	hit	76	χəˈpʰɛl	χəpʰɛl	χ ə pʰ ɛ l	827
1561	Czech	hit	76	ʊdɛr̝ɪt	ʊdɛr̝ɪt	ʊ d ɛ r̝ ɪ t	824
1562	German	hit	76	'ʃla:gŋ̩	ʃlaːgŋ̩	ʃ l aː g ŋ̩	817
1563	Italian	hit	76	'battere	battere	b a tː e r e	819
1564	Swedish	hit	76	slo:	sloː	s l oː	817
1565	Breton_ST	hit	76	'skɛĩ	skɛĩ	s k ɛĩ	830
1566	Catalan	hit	76	kupə'ʒa	kupəʒa	k u p ə ʒ a	827
1567	Danish	hit	76	ˈʁɑmə	ʁɑmə	ʁ ɑ m ə	818
1568	Dutch_List	hit	76	rakə(n)	rakən	r a k ə n	829
1569	English	hit	76	hɪt	hɪt	h ɪ t	826
1570	French	hit	76	fʀape	fʀape	f ʀ a p e	823
1571	Greek_Mod	hit	76	xtiˈpo̞	xtipo̞	x t i p o̞	820
1572	Russian	hit	76	bitʲ	bitʲ	b i tʲ	819
1573	Spanish	hit	76	ɡolpe'aɾ	ɡolpeaɾ	ɡ o l p ea ɾ	822
1574	Bihari	hit	76	marəb	marəb	m a r ə b	821
1575	Oriya	hit	76	piṭiba	piʈiba	p i ʈ i b a	819
1576	Oriya	hit	76	bɔṛe-	bɔɽe	b ɔ ɽ e	823
1577	Urdu	hit	76	ʈəkɾɑnə	ʈəkɾɑnə	ʈ ə k ɾ ɑ n ə	828
1578	Danish	hit	76	ˈd̥ʰʁafə	d̥ʰʁafə	d̥ʰ ʁ a f ə	824
1579	Dutch_List	hit	76	'stotə(n)	stotən	s t o t ə n	832
1580	German	hit	76	'trɛfn̩	trɛfn̩	t r ɛ f n̩	824
1581	Marathi	hit	76	'maɾɳe	maɾɳe	m a ɾ ɳ e	821
1582	Italian	hit	76	kol'pire	kolpire	k o l p i r e	822
1583	Polish	hit	76	uˈdɛ̃ʒaʨ	udɛ̃ʒaʨ	u d ɛ̃ ʒ a ʨ	825
1584	Catalan	hit	76	'batɾə	batɾə	b a t ɾ ə	819
1585	Armenian_Mod	hit	76	hɑɾvɑˈʦɛl	hɑɾvɑʦɛl	h ɑ ɾ v ɑ ʦ ɛ l	831
1586	Portuguese_ST	hit	76	bɐˈteɾ	bɐteɾ	b ɐ t e ɾ	819
# 
1587	Czech	hold	77	dr̩ʒɛt	dr̩ʒɛt	d r̩ ʒ ɛ t	835
1588	German	hold	77	'haltn̩	haltn̩	h a l t n̩	833
1589	Italian	hold	77	te'nere	tenere	t e n e r e	838
1590	Swedish	hold	77	'hɔla	hɔla	h ɔ l a	833
1591	Breton_ST	hold	77	'dɛrxɛl	dɛrxɛl	d ɛ r x ɛ l	835
1592	Catalan	hold	77	tə'ni	təni	t ə n i	838
1593	Danish	hold	77	ˈhʌlə	hʌlə	h ʌ l ə	833
1594	Dutch_List	hold	77	'hɑudə(n)	hɑudən	h ɑu d ə n	841
1595	English	hold	77	həʊld	həʊld	h əʊ l d	833
1596	French	hold	77	təniʀ	təniʀ	t ə n i ʀ	838
1597	Greek_Mod	hold	77	kraˈto̞	krato̞	k r a t o̞	836
1598	Polish	hold	77	ˈtʃɨmaʨ	ʧɨmaʨ	ʧ ɨ m a ʨ	839
1599	Russian	hold	77	dʲer'zatʲ	dʲerzatʲ	dʲ e r z a tʲ	835
1600	Spanish	hold	77	te'neɾ	teneɾ	t e n e ɾ	838
1601	Bihari	hold	77	dhərəb	dʱərəb	dʱ ə r ə b	835
1602	Oriya	hold	77	dhɔr-	dʱɔr	dʱ ɔ r	835
1603	Urdu	hold	77	pəkəɽnə	pəkəɽnə	p ə k ə ɽ n ə	837
1604	Marathi	hold	77	pəkəd'ɳe	pəkədɳe	p ə k ə d ɳ e	837
1605	Armenian_Mod	hold	77	pɑˈhɛl	pɑhɛl	p ɑ h ɛ l	840
1606	Armenian_Mod	hold	77	bərˈnɛl	bərnɛl	b ə r n ɛ l	842
1607	Portuguese_ST	hold	77	sɨɡuˈɾaɾ	sɨɡuɾaɾ	s ɨ ɡ u ɾ a ɾ	834
# 
1608	Urdu	horn	78	siŋɡ	siŋɡ	s i ŋ ɡ	844
1609	Bihari	horn	78	siŋgh	siŋgʱ	s i ŋ gʱ	844
1610	Oriya	horn	78	siŋ(h)ɔ	siŋhɔ	s i ŋ h ɔ	844
1611	Danish	horn	78	hoɐ̯n	hoɐ̯n	h oɐ̯ n	843
1612	Czech	horn	78	rox	rox	r o x	848
1613	French	horn	78	kɔʀn	kɔʀn	k ɔ ʀ n	845
1614	Polish	horn	78	ruk	ruk	r u k	848
1615	Russian	horn	78	'rog	rog	r o g	848
1616	Marathi	horn	78	'ʃiŋga	ʃiŋga	ʃ i ŋ g a	844
1617	Spanish	horn	78	'kweɾno	kweɾno	k w e ɾ n o	847
1618	Dutch_List	horn	78	horn	horn	h o r n	846
1619	German	horn	78	hɔrn	hɔrn	h ɔ r n	846
1620	Armenian_Mod	horn	78	jɛʁˈʤɪ̯uɾ	jɛʁʤɪ̯uɾ	j ɛ ʁ ʤ ɪ̯u ɾ	849
1621	Italian	horn	78	'kɔrno	kɔrno	k ɔ r n o	845
1622	Greek_Mod	horn	78	ˈce̞raˌto̞	ce̞rato̞	c e̞ r a t o̞	845
1623	Swedish	horn	78	hu:ɳ	huːɳ	h uː ɳ	843
1624	Armenian_Mod	horn	78	poz	poz	p o z	850
# 
1625	Urdu	how	79	kɛse	kɛse	k ɛ s e	857
1626	Armenian_Mod	how	79	inʧʰˈpɛs	inʧʰpɛs	i n ʧʰ p ɛ s	861
1627	Czech	how	79	jak	jak	j a k	859
1628	German	how	79	vi:	viː	v iː	856
1629	Italian	how	79	'kome	kome	k o m e	853
1630	Swedish	how	79	'hʉ:rɵ	hʉːrɵ	h ʉː r ɵ	851
1631	Breton_ST	how	79	pẽ'nɔ:s	pẽnɔːs	p ẽ n ɔː s	862
1632	Catalan	how	79	kɔm	kɔm	k ɔ m	853
1633	Danish	how	79	vɒˈle:ðəs	vɒleːðəs	v ɒ l eː ð ə s	852
1634	Dutch_List	how	79	hu	hu	h u	860
1635	English	how	79	haʊ	haʊ	h aʊ	860
1636	French	how	79	kɔmɑ̃	kɔmɑ̃	k ɔ m ɑ̃	853
1637	Greek_Mod	how	79	po̞s	po̞s	p o̞ s	854
1638	Marathi	how	79	'kəsə	kəsə	k ə s ə	857
1639	Polish	how	79	jak	jak	j a k	859
1640	Portuguese_ST	how	79	'komu	komu	k o m u	853
1641	Russian	how	79	kak	kak	k a k	858
1642	Spanish	how	79	'komo	komo	k o m o	853
1643	Bihari	how	79	kena	kena	k e n a	855
1644	Oriya	how	79	kemiti	kemiti	k e m i t i	853
# 
1645	Armenian_Mod	hunt	80	voɾˈsɑl	voɾsɑl	v o ɾ s ɑ l	873
1646	Czech	hunt	80	lovɪt	lovɪt	l o v ɪ t	870
1647	German	hunt	80	'ja:gn̩	jaːgn̩	j aː g n̩	863
1648	Italian	hunt	80	kat'tʃare	katʧare	k a t ʧ a r e	868
1649	Swedish	hunt	80	ˈjɑːɡa	jɑːɡa	j ɑː ɡ a	863
1650	Portuguese_ST	hunt	80	kɐˈsaɾ	kɐsaɾ	k ɐ s a ɾ	865
1651	Breton_ST	hunt	80	ʃa'seal	ʃaseal	ʃ a s ea l	869
1652	Catalan	hunt	80	kə'sa	kəsa	k ə s a	865
1653	Danish	hunt	80	'jɛ:jə	jɛːjə	j ɛː j ə	864
1654	Dutch_List	hunt	80	'jaɣə(n)	jaɣən	j a ɣ ə n	863
1655	English	hunt	80	hʊnt	hʊnt	h ʊ n t	872
1656	French	hunt	80	ʃase	ʃase	ʃ a s e	869
1657	Greek_Mod	hunt	80	ˌciniˈɣo̞	ciniɣo̞	c i n i ɣ o̞	867
1658	Marathi	hunt	80	'ʃikaɾ 'kaɾɳe	ʃikaɾ#kaɾɳe	ʃ i k a ɾ # k a ɾ ɳ e	866
1659	Polish	hunt	80	pɔˈlɔvaʨ	pɔlɔvaʨ	p ɔ l ɔ v a ʨ	871
1660	Russian	hunt	80	o'xotitʲsʲa	oxotitʲsʲa	o x o t i tʲ sʲ a	868
1661	Spanish	hunt	80	ka'θaɾ	kaθaɾ	k a θ a ɾ	868
1662	Bihari	hunt	80	sikar kheləb	sikar#kʰeləb	s i k a r # kʰ e l ə b	866
1663	Bihari	hunt	80	khiharə	kʰiharə	kʰ i h a r ə	874
1664	Oriya	hunt	80	sikarɔ (kɔriba)	sikarɔ#kɔriba	s i k a r ɔ # k ɔ r i b a	866
1665	Oriya	hunt	80	goḍeiba	goɖeiba	g o ɖ ei b a	868
1666	Urdu	hunt	80	ʃɪkɑɾ kəɾnə	ʃɪkɑɾ#kəɾnə	ʃ ɪ k ɑ ɾ # k ə ɾ n ə	866
# 
1667	Urdu	husband	81	ʃɔhəɾ	ʃɔhəɾ	ʃ ɔ h ə ɾ	882
1668	Armenian_Mod	husband	81	ɑmuˈsin	ɑmusin	ɑ m u s i n	881
1669	Czech	husband	81	manʒɛl	manʒɛl	m a n ʒ ɛ l	875
1670	Italian	husband	81	ma'rito	marito	m a r i t o	876
1671	Danish	husband	81	man	man	m a n	875
1672	Dutch_List	husband	81	'ɛχtχənot	ɛχtχənot	ɛ χ t χ ə n o t	879
1673	French	husband	81	maʀi	maʀi	m a ʀ i	876
1674	Greek_Mod	husband	81	ˈa(n)dras	andras	a n d r a s	878
1675	Marathi	husband	81	nəw'ɾa	nəwɾa	n ə w ɾ a	880
1676	Polish	husband	81	mɔ̃ʒ	mɔ̃ʒ	m ɔ̃ ʒ	881
1677	Portuguese_ST	husband	81	mɐˈɾiðu	mɐɾiðu	m ɐ ɾ i ð u	876
1678	Russian	husband	81	muʒ	muʒ	m u ʒ	881
1679	Spanish	husband	81	ma'ɾiðo	maɾiðo	m a ɾ i ð o	876
1680	Breton_ST	husband	81	gwa:s	gwaːs	g w aː s	883
1681	Catalan	husband	81	məˈɾit	məɾit	m ə ɾ i t	876
1682	Oriya	husband	81	swami	swami	s w a m i	877
1683	Oriya	husband	81	bɔrɔ	bɔrɔ	b ɔ r ɔ	885
1684	Oriya	husband	81	pɔti	pɔti	p ɔ t i	888
1685	German	husband	81	'gatə	gatə	g a t ə	879
1686	Spanish	husband	81	es'poso	esposo	e s p o s o	884
1687	Italian	husband	81	'spozo	spozo	s p o z o	884
1688	Polish	husband	81	mawˈʒɔnɛk	mawʒɔnɛk	m a w ʒ ɔ n ɛ k	886
1689	Portuguese_ST	husband	81	ɨʃˈpozu	ɨʃpozu	ɨ ʃ p o z u	884
1690	Catalan	husband	81	ˈɔmə	ɔmə	ɔ m ə	887
1691	Catalan	husband	81	əs'pɔs	əspɔs	ə s p ɔ s	884
1692	Swedish	husband	81	man	man	m a n	875
# 
1693	Urdu	I	82	mɛ̃	mɛ̃	m ɛ̃	892
1694	Armenian_Mod	I	82	jɛs	jɛs	j ɛ s	897
1695	Czech	I	82	jaː	jaː	j aː	896
1696	German	I	82	ɪç	ɪç	ɪ ç	895
1697	Italian	I	82	'io	io	io	891
1698	Swedish	I	82	ˈjɑːɡ, ˈjɑː	jɑːɡ	j ɑː ɡ	889
1699	Breton_ST	I	82	me:	meː	m eː	892
1700	Catalan	I	82	ʒɔ, jɔ	ʒɔ	ʒ ɔ	895
1701	Danish	I	82	jɑj	jɑj	j ɑ j	890
1702	Dutch_List	I	82	ɪk	ɪk	ɪ k	893
1703	English	I	82	aɪ	aɪ	aɪ	891
1704	French	I	82	ʒə	ʒə	ʒ ə	895
1705	Greek_Mod	I	82	e̞ˈɣo̞	e̞ɣo̞	e̞ ɣ o̞	893
1706	Marathi	I	82	mi:	miː	m iː	892
1707	Polish	I	82	ja	ja	j a	896
1708	Portuguese_ST	I	82	eu	eu	eu	891
1709	Russian	I	82	ja	ja	j a	896
1710	Spanish	I	82	ʝo	ʝo	ʝ o	895
1711	Bihari	I	82	həm	həm	h ə m	894
1712	Bihari	I	82	mẽ	mẽ	m ẽ	892
1713	Oriya	I	82	mũ	mũ	m ũ	892
# 
1714	Armenian_Mod	ice	83	sɑˈruɪ̯ʦʰ	sɑruɪ̯ʦʰ	s ɑ r uɪ̯ ʦʰ	899
1715	Czech	ice	83	lɛt	lɛt	l ɛ t	904
1716	German	ice	83	a‿is	ais	ai s	898
1717	Italian	ice	83	'gjattʃo	gjatʧo	g j a t ʧ o	906
1718	Swedish	ice	83	i:s	iːs	iː s	898
1719	Breton_ST	ice	83	skɔrn	skɔrn	s k ɔ r n	905
1720	Catalan	ice	83	ʒɛl	ʒɛl	ʒ ɛ l	899
1721	Danish	ice	83	is	is	i s	898
1722	Dutch_List	ice	83	ɛis	ɛis	ɛi s	898
1723	English	ice	83	aɪs	aɪs	aɪ s	898
1724	French	ice	83	glas	glas	g l a s	903
1725	Greek_Mod	ice	83	ˈpaɣo̞s	paɣo̞s	p a ɣ o̞ s	901
1726	Marathi	ice	83	'bəɾpʰə	bəɾpʰə	b ə ɾ pʰ ə	900
1727	Polish	ice	83	lut	lut	l u t	904
1728	Portuguese_ST	ice	83	ˈʒelu	ʒelu	ʒ e l u	899
1729	Russian	ice	83	lʲod	lʲod	lʲ o d	904
1730	Spanish	ice	83	'jelo	jelo	j e l o	902
1731	Oriya	ice	83	bɔrɔphɔ	bɔrɔpʰɔ	b ɔ r ɔ pʰ ɔ	900
1732	Urdu	ice	83	bəɾf	bəɾf	b ə ɾ f	900
# 
1733	Czech	if	84	jɛstlɪ	jɛstlɪ	j ɛ s t l ɪ	914
1734	German	if	84	vɛn	vɛn	v ɛ n	912
1735	Italian	if	84	se	se	s e	909
1736	Swedish	if	84	ɔm	ɔm	ɔ m	907
1737	Dutch_List	if	84	ɪn'din	ɪndin	ɪ n d i n	917
1738	English	if	84	ɪf	ɪf	ɪ f	915
1739	French	if	84	si	si	s i	909
1740	Greek_Mod	if	84	an, ˈama	an	a n	911
1741	Marathi	if	84	dzəɾ	dzəɾ	d z ə ɾ	913
1742	Polish	if	84	jɛˈʒɛʎɨ	jɛʒɛʎɨ	j ɛ ʒ ɛ ʎ ɨ	914
1743	Portuguese_ST	if	84	sɨ	sɨ	s ɨ	909
1744	Russian	if	84	'jesli	jesli	j e s l i	914
1745	Spanish	if	84	si	si	s i	909
1746	Catalan	if	84	si	si	s i	909
1747	Danish	if	84	ves	ves	v e s	908
1748	Breton_ST	if	84	ma, mar	ma	m a	907
1749	Oriya	if	84	jɔdi	jɔdi	j ɔ d i	910
1750	Urdu	if	84	ʔəɡəɾ	ʔəɡəɾ	ʔ ə ɡ ə ɾ	916
1751	Greek_Mod	if	84	i	i	i	919
1752	Swedish	if	84	i'fal	ifal	i f a l	918
1753	Swedish	if	84	so:	soː	s oː	909
# 
1754	Armenian_Mod	in	85	mɛʧʰ	mɛʧʰ	m ɛ ʧʰ	927
1755	Czech	in	85	v	v	v	926
1756	German	in	85	ɪn	ɪn	ɪ n	924
1757	Italian	in	85	in	in	i n	924
1758	Swedish	in	85	iː, ɪ	iː	iː	920
1759	Breton_ST	in	85	e, ẽ:	e	e	920
1760	Danish	in	85	i	i	i	920
1761	Dutch_List	in	85	ɪn	ɪn	ɪ n	924
1762	English	in	85	ɪn	ɪn	ɪ n	924
1763	Greek_Mod	in	85	se̞, is	se̞	s e̞	923
1764	Marathi	in	85	at	at	a t	925
1765	Polish	in	85	v	v	v	926
1766	Portuguese_ST	in	85	ɐ̃j	ɐ̃j	ɐ̃ j	921
1767	Russian	in	85	v	v	v	926
1768	Spanish	in	85	en	en	e n	924
1769	Bihari	in	85	bhitər	bʱitər	bʱ i t ə r	922
1770	Oriya	in	85	bhitɔre	bʱitɔre	bʱ i t ɔ r e	922
1771	Urdu	in	85	mẽ	mẽ	m ẽ	928
1772	Catalan	in	85	də	də	d ə	925
1773	Dutch_List	in	85	nar	nar	n a r	931
1774	Urdu	in	85	ʔənd̪əɾ	ʔənd̪əɾ	ʔ ə n d̪ ə ɾ	930
1775	Dutch_List	in	85	bɛi	bɛi	b ɛi	932
1776	Dutch_List	in	85	vɑn	vɑn	v ɑ n	933
1777	Dutch_List	in	85	ɔp	ɔp	ɔ p	932
1778	Swedish	in	85	'ʉ:ti, ɵ'ti	ʉːti	ʉː t i	925
1779	Swedish	in	85	po:	poː	p oː	932
1780	Catalan	in	85	a	a	a	920
1781	Armenian_Mod	in	85	um	um	u m	929
# 
1782	Armenian_Mod	kill	86	spɑˈnɛl	spɑnɛl	s p ɑ n ɛ l	941
1783	Czech	kill	86	zabiːjɛt	zabiːjɛt	z a b iː j ɛ t	941
1784	German	kill	86	'tø:tn̩	tøːtn̩	t øː t n̩	934
1785	Italian	kill	86	ut'tʃidere	utʧidere	u t ʧ i d e r e	944
1786	Swedish	kill	86	døːda	døːda	d øː d a	934
1787	Danish	kill	86	ˈdʁε:bə	dʁɛːbə	d ʁ ɛː b ə	935
1788	Dutch_List	kill	86	'dodə(n)	dodən	d o d ə n	934
1789	English	kill	86	kɪl	kɪl	k ɪ l	942
1790	French	kill	86	tɥe	tɥe	t ɥ e	939
1791	Greek_Mod	kill	86	sko̞ˈto̞no̞	sko̞to̞no̞	s k o̞ t o̞ n o̞	938
1792	Marathi	kill	86	'maɾɳe	maɾɳe	m a ɾ ɳ e	937
1793	Polish	kill	86	ˈzabʲiʨ	zabʲiʨ	z a bʲ i ʨ	941
1794	Portuguese_ST	kill	86	mɐˈtaɾ	mɐtaɾ	m ɐ t a ɾ	936
1795	Russian	kill	86	ubi'vatʲ	ubivatʲ	u b i v a tʲ	940
1796	Spanish	kill	86	ma'taɾ	mataɾ	m a t a ɾ	936
1797	Breton_ST	kill	86	'la:zã	laːzã	l aː z ã	943
1798	Bihari	kill	86	marəb	marəb	m a r ə b	937
1799	Urdu	kill	86	mɑɾnə	mɑɾnə	m ɑ ɾ n ə	937
1800	Oriya	kill	86	mar-	mar	m a r	937
1801	Dutch_List	kill	86	'slɑχtə(n)	slɑχtən	s l ɑ χ t ə n	945
1802	Italian	kill	86	ammat'tsare	ammattsare	a mː a tː s a r e	936
1803	Swedish	kill	86	'drɛ:pa	drɛːpa	d r ɛː p a	935
1804	Marathi	kill	86	'maɾun	maɾun	m a ɾ u n	937
1805	Marathi	kill	86	ʈak'ɳe	ʈakɳe	ʈ a k ɳ e	944
1806	Catalan	kill	86	mə'ta	məta	m ə t a	936
# 
1807	Urdu	knee	87	ɡʰʊʈnɑ	ɡʰʊʈnɑ	ɡʰ ʊ ʈ n ɑ	953
1808	Bihari	knee	87	ʈhehun	ʈʰehun	ʈʰ e h u n	948
1809	Oriya	knee	87	aṇṭhu	aɳʈʰu	a ɳ ʈʰ u	947
1810	Danish	knee	87	knε	knɛ	k n ɛ	946
1811	English	knee	87	ni:	niː	n iː	952
1812	French	knee	87	ʒənu	ʒənu	ʒ ə n u	950
1813	Armenian_Mod	knee	87	ʦunk	ʦunk	ʦ u n k	946
1814	Polish	knee	87	kɔˈlanɔ	kɔlanɔ	k ɔ l a n ɔ	951
1815	Spanish	knee	87	ro'ðiʎa	roðiʎa	r o ð i ʎ a	949
1816	Breton_ST	knee	87	'glĩ:n	glĩːn	g l ĩː n	951
1817	Russian	knee	87	kolʲe'no	kolʲeno	k o lʲ e n o	951
1818	Dutch_List	knee	87	kni	kni	k n i	946
1819	German	knee	87	kni:	kniː	k n iː	946
1820	Italian	knee	87	dʒi'nɔkkjo	dʒinɔkkjo	d ʒ i n ɔ kː j o	954
1821	Swedish	knee	87	knɛ:	knɛː	k n ɛː	946
1822	Italian	knee	87	ro'tɛlla	rotɛlla	r o t ɛ lː a	949
1823	Czech	knee	87	kolɛno	kolɛno	k o l ɛ n o	951
1824	Catalan	knee	87	ʒə'noʎ, dʒe'noʎ	ʒənoʎ	ʒ ə n o ʎ	950
# 
1825	Armenian_Mod	know	88	gitɛˈnɑl	gitɛnɑl	g i t ɛ n ɑ l	965
1826	Czech	know	88	zna:t	znaːt	z n aː t	962
1827	German	know	88	'vɪsn̩	vɪsn̩	v ɪ s n̩	959
1828	Italian	know	88	sa'pere	sapere	s a p e r e	956
1829	Swedish	know	88	've:ta	veːta	v eː t a	955
1830	Breton_ST	know	88	'gu:zut	guːzut	g uː z u t	967
1831	Danish	know	88	ˈvi:ðə	viːðə	v iː ð ə	955
1832	Dutch_List	know	88	'wetə(n)	wetən	w e t ə n	955
1833	English	know	88	nəʊ	nəʊ	n əʊ	964
1834	French	know	88	savwaʀ	savwaʀ	s a v w a ʀ	961
1835	Greek_Mod	know	88	ˈk͡se̞ro̞	k͡se̞ro̞	k͡s e̞ r o̞	958
1836	Marathi	know	88	'dzaɳɳe	dzaɳɳe	d z a ɳː e	960
1837	Portuguese_ST	know	88	sɐˈbeɾ	sɐbeɾ	s ɐ b e ɾ	956
1838	Russian	know	88	znatʲ	znatʲ	z n a tʲ	962
1839	Spanish	know	88	sa'βeɾ	saβeɾ	s a β e ɾ	956
1840	Urdu	know	88	ʤɑnnə	ʤɑnnə	ʤ ɑ nː ə	966
1841	Bihari	know	88	janəb	janəb	j a n ə b	957
1842	Oriya	know	88	jaṇ-	jaɳ	j a ɳ	957
1843	Czech	know	88	vjɛɟɛt	vjɛɟɛt	v j ɛ ɟ ɛ t	969
1844	Polish	know	88	ˈvʲɛʥɛʨ	vʲɛʥɛʨ	vʲ ɛ ʥ ɛ ʨ	963
1845	Marathi	know	88	'maɦit əs'ɳe	maɦit#əsɳe	m a ɦ i t # ə s ɳ e	968
1846	Armenian_Mod	know	88	imɑˈnɑl	imɑnɑl	i m ɑ n ɑ l	970
1847	Catalan	know	88	sə'ße	səβe	s ə β e	956
1848	Catalan	know	88	ku'nɛʃə	kunɛʃə	k u n ɛ ʃ ə	966
# 
1849	Armenian_Mod	lake	89	liʧ	liʧ	l i ʧ	972
1850	Czech	lake	89	jɛzɛro	jɛzɛro	j ɛ z ɛ r o	978
1851	German	lake	89	ze:	zeː	z eː	971
1852	Italian	lake	89	'lago	lago	l a g o	972
